Issuer Name,Ticker,Series,Cpn,Maturity,Maturity Type,90D Volatility,Yld to Mty (Mid),Rev Growth,Amount Issued,Amt Out,CDS Recovery Rate,CDS Spread (5yr Mid),Earnings Assets / Interest Bearing Liabililties,S&P Init Rtg Dt,S&P Init Rtg,S&P Outlook,S&P Rating
Commonwealth Bank of Australia,CBAAU,EMTN,4.685,3/21/2019,AT MATURITY,0.552953064,3.756722935,0.852541838,23142750,23142750,0.4,#N/A N/A,113.8396329,3/18/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.6,4/5/2019,AT MATURITY,1.400868893,3.542963063,0.852541838,38588000,38588000,0.4,#N/A N/A,113.8396329,4/4/2016,AA-,NEG,AA-
Banco Santander SA,SANTAN,EMTN,2.3,9/29/2019,CALLABLE,1.447975755,2.840304904,2.40844333,30000000,30000000,0.4,58.8103,129.7739331,8/27/2014,BBB+,STABLE,A
JPMorgan Chase & Co,JPM,EMTN,0.159,11/21/2019,AT MATURITY,0.459555268,0.0479104,7.975465939,309705000,309705000,0.4,40.0821,134.8625608,11/14/2014,A,STABLE,A-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,1.65,3/28/2019,AT MATURITY,0.352887839,2.989699114,0.113869911,15800000,15800000,0.4,#N/A N/A,111.0764231,3/19/2014,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,4.2925,5/27/2019,AT MATURITY,0.840925515,3.616915201,0.113869911,50287380,50287380,0.4,#N/A N/A,111.0764231,5/27/2016,AA-,NEG,AA-
Morgan Stanley,MS,NOTZ,2.625,2/7/2019,AT MATURITY,0.410595268,3.952526637,15.00171283,3061000,3061000,0.4,52.6797,114.2785657,1/28/2013,A-,STABLE,BBB+
Industrial & Commercial Bank of China Ltd/Sydney,ICBCAS,MTN,3.26,9/24/2018,AT MATURITY,0.061461516,2.496369422,5.463711754,210150000,210150000,0.4,#N/A N/A,169.4873458,9/29/2015,A,#N/A N/A,A
Banco Santander SA,SANTAN,EMTN,2.15,10/29/2018,AT MATURITY,0.778582633,3.593298552,2.40844333,10534500,10534500,0.4,58.8103,129.7739331,10/21/2015,A-,STABLE,A
Bear Stearns Cos LLC/The,JPM,INCM,5.75,10/15/2018,CALLABLE,0.1998851,3.334360796,7.975465939,374000,374000,0.4,40.0821,134.8625608,10/7/2003,A,STABLE,A-
Morgan Stanley,MS,NOTZ,3,11/1/2019,AT MATURITY,0.756751716,4.072130057,15.00171283,3405000,3405000,0.4,52.6797,114.2785657,10/22/2012,A-,STABLE,BBB+
National Australia Bank Ltd,NAB,EMTN,4.95,3/16/2019,AT MATURITY,0.76169759,3.75458434,-1.75497395,35265210,35265210,0.4,#N/A N/A,117.5859526,3/23/2016,AA-,NEG,AA-
BNP Paribas SA,BNP,EMTn,9.77,8/28/2019,AT MATURITY,3.525373697,7.572991579,0.677117288,20083267.8,20083267.8,0.4,41.4199,165.3775959,8/24/2015,A+,POS,A
Morgan Stanley,MS,MTN,2.25,4/4/2019,AT MATURITY,0.715410948,3.016322929,15.00171283,2096000,2096000,0.4,52.6797,114.2785657,3/25/2013,A-,STABLE,BBB+
CaixaBank SA,CABKSM,#N/A Field Not Applicable,0.019,6/27/2019,AT MATURITY,0.113225147,-0.301695507,2.069222693,1312600000,1312600000,0.4,#N/A N/A,265.3888759,6/8/2010,AAA,STABLE,AA-
Wells Fargo & Co,WFC,MTN,2.83025,9/23/2019,AT MATURITY,1.532670736,2.906737222,3.785465511,4015000,4015000,0.4,47.0665,136.2449198,9/4/2012,A+,STABLE,A-
National Australia Bank Ltd,NAB,REGS,2.57531,7/25/2019,AT MATURITY,0.195462137,2.536480144,-1.75497395,250000000,250000000,0.4,#N/A N/A,117.5859526,7/28/2017,AA-,NEG,AA-
Bankinter SA,BKTSM,DMTn,3.674,11/20/2018,AT MATURITY,0.151289955,-0.548939395,9.472622203,896420000,896420000,0.4,#N/A N/A,219.7620365,11/21/2012,A *-,STABLE,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTn,4.72,3/28/2019,AT MATURITY,0.173931643,2.666279202,0.113869911,18352840,18352840,0.4,#N/A N/A,111.0764231,3/19/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,3.13469,3/18/2019,AT MATURITY,0.151845589,2.556387654,-1.75497395,150000000,150000000,0.4,#N/A N/A,117.5859526,5/13/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,REGS,2.756,4/17/2019,AT MATURITY,0.086694352,2.518718011,-1.75497395,250000000,250000000,0.4,#N/A N/A,117.5859526,2/15/2017,AA-,NEG,AA-
Bankinter SA,BKTSM,#N/A Field Not Applicable,0,1/25/2019,AT MATURITY,0.063637964,-0.459454317,9.472622203,216614000,216614000,0.4,#N/A N/A,219.7620365,1/26/2016,A+,STABLE,AA-
Bank of America Corp,BAC,MTNJ,5.6,3/17/2019,AT MATURITY,0.587776721,2.894605365,7.04874976,84000000,84000000,0.400000006,47.692,131.712137,12/3/2003,A+,STABLE,A-
Morgan Stanley,MS,MTN,3,11/8/2018,AT MATURITY,0.618920922,4.152449753,15.00171283,5805000,5805000,0.4,52.6797,114.2785657,10/29/2012,A-,STABLE,BBB+
First Abu Dhabi Bank PJSC,FABUH,EMTN,4.45,9/18/2019,AT MATURITY,1.393821597,2.298523207,86.58649403,41288000,41288000,0.25,#N/A N/A,115.169065,10/30/2009,A+,STABLE,AA-
National Australia Bank Ltd,NAB,GMTN,3.13469,12/20/2019,AT MATURITY,0.189704373,2.586545674,-1.75497395,500000000,500000000,0.4,#N/A N/A,117.5859526,7/27/2015,AA-,NEG,AA-
Morgan Stanley,MS,NOTZ,2,5/16/2019,AT MATURITY,0.627777755,2.99800037,15.00171283,355000,355000,0.4,52.6797,114.2785657,5/6/2013,A-,STABLE,BBB+
Banco Santander SA,SANTAN,EMTN,0.576,5/3/2019,AT MATURITY,0.950518966,0.078290916,2.40844333,8895600,8895600,0.4,58.8103,129.7739331,4/14/2011,AA,STABLE,A
Deutsche Bank AG/Sydney,DB,EMTN,1.66617,1/30/2019,AT MATURITY,0.327984035,0.820563517,-4.903529627,167403000,167403000,0.4,135.4871,121.3998692,12/7/2011,A+ *-,#N/A N/A,BBB-
Bank of America Corp,BAC,MTNK,5.45,1/5/2020,AT MATURITY,0.711292624,3.109688314,7.04874976,248000000,248000000,0.400000006,47.692,131.712137,8/31/2004,A+,STABLE,A-
Commonwealth Bank of Australia,CBAAU,EMTN,4,10/24/2019,AT MATURITY,1.569231749,3.72887309,0.852541838,29540000,29540000,0.4,#N/A N/A,113.8396329,10/20/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,5.15,2/25/2019,AT MATURITY,0.471380293,3.743435874,0.852541838,47444880,47444880,0.4,#N/A N/A,113.8396329,2/17/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.7,4/23/2019,AT MATURITY,0.879235566,8.198552794,0.852541838,33162084.88,33162084.88,0.4,#N/A N/A,113.8396329,4/9/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,EMTN,4.4,3/29/2019,AT MATURITY,0.45243898,3.839494541,-1.75497395,20113210,20113210,0.4,#N/A N/A,117.5859526,3/24/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,144A,2.60938,5/22/2019,AT MATURITY,0.145359799,2.463883489,-1.75497395,250000000,250000000,0.4,#N/A N/A,117.5859526,5/19/2017,AA-,NEG,AA-
ORIX Corp,ORIX,#N/A Field Not Applicable,3.05144,4/10/2019,AT MATURITY,0.270794898,3.134829795,2.172018868,10000000,10000000,0.35,42.1153,90.41301568,4/10/2015,A-,STABLE,A-
Deutsche Bank AG/London,DB,NOTZ,2.25,9/15/2018,AT MATURITY,0.404142201,5.695372243,-4.903529627,6487000,6487000,0.4,135.4871,121.3998692,8/30/2016,BBB+,STABLE,BBB-
ORIX Corp,ORIX,139,2.2,8/26/2019,AT MATURITY,0.130301163,0.078,2.172018868,118104000,118104000,0.35,42.1153,90.41301568,8/23/2010,A-,STABLE,A-
Westpac Banking Corp,WSTP,#N/A Field Not Applicable,2.99706,1/23/2019,AT MATURITY,0.105221964,2.65535142,-0.340163172,40000000,40000000,0.4,#N/A N/A,111.7792018,1/22/2014,AA-,NEG,AA-
Westpac Banking Corp,WSTP,EMTN,0.125,5/23/2019,AT MATURITY,0.223943472,-0.19729017,-0.340163172,163533600,163533600,0.4,#N/A N/A,111.7792018,5/20/2014,AA-,NEG,AA-
Banco Santander SA,SANTAN,EMTN,0.576,4/8/2019,AT MATURITY,0.946432531,0.044626821,2.40844333,22878400,22878400,0.4,58.8103,129.7739331,4/14/2011,AA,STABLE,A
National Australia Bank Ltd,NAB,GMTN,4.5,1/14/2019,AT MATURITY,1.113605618,3.920442784,-1.75497395,22760700,22760700,0.4,#N/A N/A,117.5859526,1/19/2016,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTz,2.25,11/15/2018,AT MATURITY,0.543131769,3.080346389,12.04391175,8445000,8445000,0.4,54.6934,94.06989897,11/5/2012,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,1.93,4/23/2019,AT MATURITY,0.249339774,3.013295424,0.852541838,19600000,19600000,0.4,#N/A N/A,113.8396329,4/9/2014,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.95,3/10/2019,AT MATURITY,0.659819305,3.798226882,0.852541838,20741805,20741805,0.4,#N/A N/A,113.8396329,3/9/2016,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,5.05,9/15/2019,AT MATURITY,0.872514188,2.914791939,12.04391175,8286000,8286000,0.4,54.6934,94.06989897,6/8/2011,A,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,4.85,3/14/2019,AT MATURITY,1.359444976,3.496577365,0.852541838,20153826,20153826,0.4,#N/A N/A,113.8396329,3/10/2016,AA-,NEG,AA-
Swedbank AB,SWEDA,GMTN,3.07469,12/20/2019,AT MATURITY,0.142327622,2.60770114,5.514713014,500000000,500000000,0.400000006,#N/A N/A,170.0941801,8/3/2015,A+,STABLE,AA-
Westpac Banking Corp,WSTP,EMTN,2.07,9/25/2019,AT MATURITY,0.735193729,3.22927524,-0.340163172,70100000,70100000,0.4,#N/A N/A,111.7792018,10/10/2014,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,4.5,8/15/2019,AT MATURITY,1.187990665,3.202950479,12.04391175,6047000,6047000,0.4,54.6934,94.06989897,8/3/2010,A,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMtn,2.72125,6/4/2019,AT MATURITY,0.263619751,2.819234836,0.852541838,10000000,10000000,0.4,#N/A N/A,113.8396329,5/27/2014,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,1.7,12/4/2019,AT MATURITY,0.510145545,2.184317997,-1.75497395,15349560,15349560,0.4,#N/A N/A,117.5859526,11/30/2017,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,3.82,5/28/2019,AT MATURITY,1.830507278,2.600610635,0.852541838,52968720,52968720,0.4,#N/A N/A,113.8396329,5/20/2014,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.555,1/3/2019,AT MATURITY,0.179614365,2.61730285,0.852541838,8981000,8981000,0.4,#N/A N/A,113.8396329,12/31/2013,AA-,NEG,AA-
Intesa Sanpaolo SpA,ISPIM,EMTn,1.399,1/23/2020,AT MATURITY,1.131354928,1.086030885,25.43491837,164101200,164101200,0.4,144.5251,247.6859916,1/21/2014,BBB,STABLE,BBB
Commonwealth Bank of Australia,CBAAU,EMTN,4.4,3/19/2019,AT MATURITY,1.327519178,3.640752156,0.852541838,23693250,23693250,0.4,#N/A N/A,113.8396329,3/16/2018,AA-,NEG,AA-
Goldman Sachs Group Inc/The,GS,EMTN,1,5/13/2019,AT MATURITY,0.217567474,0.486501432,12.04391175,503680000,503680000,0.4,54.6934,94.06989897,11/12/2012,A-,STABLE,BBB+
National Australia Bank Ltd,NAB,GMTN,2.53888,3/26/2019,AT MATURITY,0.140342742,2.448479068,-1.75497395,100000000,100000000,0.4,#N/A N/A,117.5859526,3/22/2018,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2,10/25/2018,CALLABLE,1.029940844,0.120406755,0.852541838,58626882.16,58626882.16,0.4,#N/A N/A,113.8396329,4/20/2017,AA-,NEG,AA-
National Australia Bank Ltd,NAB,REGS,2.55938,8/29/2019,AT MATURITY,0.354346275,2.454886232,-1.75497395,250000000,250000000,0.4,#N/A N/A,117.5859526,8/25/2017,AA-,NEG,AA-
Intesa Sanpaolo SpA,ISPIM,EMTN,0.332,6/15/2019,AT MATURITY,1.219023108,0.379395664,25.43491837,34462250,34462250,0.4,144.5251,247.6859916,6/18/2009,AA-,STABLE,BBB
Commonwealth Bank of Australia,CBAAU,EMTN,4.17,1/16/2019,AT MATURITY,1.188098788,3.330892331,0.852541838,23274900,23274900,0.4,#N/A N/A,113.8396329,1/12/2018,AA-,NEG,AA-
Wells Fargo & Co,WFC,MTN,1.75,10/20/2018,CALLABLE,0.268658519,3.362460798,3.785465511,15779000,15779000,0.4,47.0665,136.2449198,10/6/2016,A,STABLE,A-
Australia & New Zealand Banking Group Ltd,ANZ,#N/A Field Not Applicable,2.93888,1/30/2019,AT MATURITY,0.816446006,2.436032753,0.113869911,25000000,25000000,0.4,#N/A N/A,111.0764231,1/22/2014,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,5.1,1/25/2019,AT MATURITY,0.370984584,3.621051139,0.113869911,30401600,30401600,0.4,#N/A N/A,111.0764231,1/22/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,1.68,11/13/2018,AT MATURITY,0.159656927,2.177471248,0.852541838,25802200,25802200,0.4,#N/A N/A,113.8396329,11/16/2015,AA-,NEG,AA-
Intesa Sanpaolo SpA,ISPIM,EMTN,0.31,3/27/2019,AT MATURITY,0.428704262,0.309541303,25.43491837,218038000,218038000,0.4,144.5251,247.6859916,3/25/2015,BBB-,STABLE,BBB
JPMorgan Chase & Co,JPM,MTN,3.83488,10/26/2018,AT MATURITY,0.129451826,2.904854371,7.975465939,10000000,10000000,0.4,40.0821,134.8625608,10/21/2011,A+,STABLE,A-
Commonwealth Bank of Australia,CBAAU,GMTN,2.88263,10/18/2018,AT MATURITY,0.095372766,2.674369492,0.852541838,20000000,20000000,0.4,#N/A N/A,113.8396329,10/11/2013,AA-,NEG,AA-
Svenska Handelsbanken/New York NY,SHBASS,YCD,2.59919,6/7/2019,AT MATURITY,0.272307068,2.392665274,2.644889551,300000000,300000000,0.4,#N/A N/A,148.4241427,6/12/2017,AA-,#N/A N/A,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,2,5/15/2019,AT MATURITY,0.916486442,3.191999287,12.04391175,3168000,3168000,0.4,54.6934,94.06989897,5/6/2013,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,4.37,3/2/2019,AT MATURITY,1.329667568,3.479977097,0.852541838,47279100,47279100,0.4,#N/A N/A,113.8396329,2/28/2018,AA-,NEG,AA-
National Australia Bank Ltd,NAB,EMTN,1.94,1/21/2019,AT MATURITY,0.22768189,2.137941887,-1.75497395,12795300,12795300,0.4,#N/A N/A,117.5859526,1/17/2016,AA-,NEG,AA-
Raiffeisen Bank International AG,RBIAV,PP34,5,9/12/2018,AT MATURITY,0.213171914,-0.112806725,14.0156457,65392950,65392950,0.4,#N/A N/A,166.2513703,12/23/2008,A,POS,BBB+
Intesa Sanpaolo Bank Ireland PLC,ISPIM,EMTN,0.219,10/12/2018,AT MATURITY,0.314109117,0.466018463,25.43491837,158833440,158833440,0.4,144.5251,247.6859916,10/10/2016,BBB-,#N/A N/A,BBB
Commonwealth Bank of Australia,CBAAU,EMTN,1.74,11/4/2019,AT MATURITY,0.442746043,2.437733556,0.852541838,12901900,12901900,0.4,#N/A N/A,113.8396329,11/3/2015,AA-,NEG,AA-
Raiffeisen Bank International AG,RBIAV,PP44,0,12/23/2018,CALLABLE,0.209975854,0.216733813,14.0156457,68394200,68394200,0.4,#N/A N/A,166.2513703,12/24/2008,A,POS,BBB+
Westpac Banking Corp,WSTP,EMTN,2.30786,5/16/2019,AT MATURITY,0.479876906,2.219687268,-0.340163172,20609760,20609760,0.4,#N/A N/A,111.7792018,5/12/2016,AA-,NEG,AA-
National Australia Bank Ltd,NAB,GMTN,2.97063,5/17/2019,AT MATURITY,0.490651518,2.899081413,-1.75497395,50000000,50000000,0.4,#N/A N/A,117.5859526,7/7/2017,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,2.88,5/24/2019,AT MATURITY,0.124388337,2.609207553,0.113869911,20000000,20000000,0.4,#N/A N/A,111.0764231,5/23/2016,AA-,NEG,AA-
Morgan Stanley,MS,GMTN,7.25,3/12/2019,AT MATURITY,1.476928592,7.323638977,15.00171283,1101430.9,1101430.9,0.4,52.6797,114.2785657,4/17/2013,A-,STABLE,BBB+
Goldman Sachs Group Inc/The,GS,NOTZ,4.3,2/15/2019,AT MATURITY,0.478526443,2.864086597,12.04391175,6741000,6741000,0.4,54.6934,94.06989897,2/9/2011,A,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,4.15,4/28/2019,AT MATURITY,1.535716891,3.62743268,0.852541838,15446200,15446200,0.4,#N/A N/A,113.8396329,4/22/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2.00694,4/20/2019,AT MATURITY,0.272557348,1.811049642,0.852541838,22346880,22346880,0.4,#N/A N/A,113.8396329,4/20/2016,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,3.15,10/15/2019,AT MATURITY,0.532612085,2.427747563,0.852541838,15463800,15463800,0.4,#N/A N/A,113.8396329,10/15/2010,AA,NEG,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,2.6,6/15/2019,AT MATURITY,0.58615917,3.011324715,12.04391175,5519000,5519000,0.4,54.6934,94.06989897,6/11/2013,A-,STABLE,BBB+
Deutsche Bank AG/London,DB,NOTZ,3.55,12/15/2019,AT MATURITY,3.120010376,4.945345327,-4.903529627,6130000,6130000,0.4,135.4871,121.3998692,12/29/2016,BBB+ *,STABLE,BBB-
Wells Fargo & Co,WFC,MTN,2.82888,7/29/2019,AT MATURITY,0.621072352,2.679381458,3.785465511,250000000,250000000,0.4,47.0665,136.2449198,7/22/2014,A+,STABLE,A-
Commonwealth Bank of Australia,CBAAU,EMTN,0,6/17/2019,CALLABLE,1.813451767,5.051385008,0.852541838,27260000,27260000,0.4,#N/A N/A,113.8396329,5/3/2005,AA-,NEG,AA-
Banco Santander SA,SANTAN,EMTN,2.43,9/10/2019,AT MATURITY,1.698306441,3.41846488,2.40844333,24669000,24669000,0.4,58.8103,129.7739331,8/29/2014,BBB+,STABLE,A
Toronto-Dominion Bank/The,TD,MTN,2,3/19/2019,CALLABLE,1.259530663,2.528723353,10.21195546,7194000,7194000,0.4,#N/A N/A,529.8579664,1/12/2018,AA-,STABLE,AA-
Wells Fargo & Co,WFC,MTN,2.83469,3/18/2019,AT MATURITY,0.030845998,2.735414533,3.785465511,200000000,200000000,0.4,47.0665,136.2449198,3/10/2014,A+,STABLE,A-
Swedbank AB,SWEDA,GMTN,2.25,11/19/2019,AT MATURITY,0.769594252,2.476821905,5.514713014,77417400,77417400,0.400000006,#N/A N/A,170.0941801,11/19/2015,A+,STABLE,AA-
Banco Santander SA,SANTAN,EMTN,0.579,3/8/2019,AT MATURITY,0.069176793,-0.523328139,2.40844333,55092500,55092500,0.4,58.8103,129.7739331,2/25/2016,A-,STABLE,A
BNP Paribas SA,BNP,5,0.1495,9/17/2019,AT MATURITY,0.672516584,0.366,0.677117288,157077726,157077726,0.4,41.4199,165.3775959,9/4/2014,A+,POS,A
Morgan Stanley,MS,NOTZ,2.55,2/22/2019,AT MATURITY,0.753675103,2.978316952,15.00171283,1632000,1632000,0.4,52.6797,114.2785657,2/11/2013,A-,STABLE,BBB+
Macquarie Securities South Africa Ltd,MQGAU,117,7.867,1/31/2019,AT MATURITY,4.640990257,7.589299532,-11.87771701,38780438,38780438,0.4,#N/A N/A,95.89282895,2/6/2018,BBB,#N/A N/A,BBB
CaixaBank SA,CABKSM,#N/A Field Not Applicable,0.622,5/7/2019,AT MATURITY,0.424927831,-0.280759622,2.069222693,127050000,127050000,0.4,#N/A N/A,265.3888759,10/14/2010,AAA,STABLE,AA-
Goldman Sachs Group Inc/The,GS,NOTZ,4.3,4/15/2019,AT MATURITY,0.948297143,2.695912812,12.04391175,12622000,12622000,0.4,54.6934,94.06989897,4/18/2012,A-,STABLE,BBB+
Westpac Banking Corp,WSTP,EMTN,2.80263,6/13/2019,AT MATURITY,0.087684005,2.56173083,-0.340163172,250000000,250000000,0.4,#N/A N/A,111.7792018,6/10/2014,AA-,NEG,AA-
Swedbank AB/New York,SWEDA,YCD,2.92125,12/2/2019,AT MATURITY,0.520582199,2.512076675,5.514713014,250000000,250000000,0.400000006,#N/A N/A,170.0941801,12/1/2016,AA-,#N/A N/A,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,2.66,12/23/2018,AT MATURITY,0.109997645,2.524428149,0.852541838,40515000,40515000,0.4,#N/A N/A,113.8396329,12/17/2014,AA-,NEG,AA-
Swedbank AB,SWEDA,GMTN,2.08,12/29/2018,AT MATURITY,0.171053171,3.111436663,5.514713014,30000000,30000000,0.400000006,#N/A N/A,170.0941801,12/29/2015,AA-,STABLE,AA-
Morgan Stanley,MS,MTN,4.30031,9/1/2019,AT MATURITY,0.437677056,3.48975034,15.00171283,7000000,7000000,0.4,52.6797,114.2785657,8/15/2012,A-,STABLE,BBB+
Westpac Banking Corp,WSTP,#N/A Field Not Applicable,2.26163,9/28/2018,AT MATURITY,0.081779458,2.559285742,-0.340163172,125000000,125000000,0.4,#N/A N/A,111.7792018,9/27/2017,AA-,NEG,AA-
Societe Generale SA,SOCGEN,EMTN,5.38,9/30/2019,AT MATURITY,0.410395205,0.035306978,-6.85524278,39686100,39686100,0.4,42.4156,137.085116,9/7/2009,A+,STABLE,A
Hitachi Capital Corp,HITCAP,45,0.666,12/20/2019,AT MATURITY,0.107490659,0.104,4.722487277,126205000,126205000,0.35,#N/A N/A,57.33033075,10/11/2012,A-,NEG,A-
Swedbank AB,SWEDA,GMTN,0.03,12/20/2019,AT MATURITY,0.182886034,-0.118972193,5.514713014,25994000,25994000,0.400000006,#N/A N/A,170.0941801,12/16/2016,AA-,STABLE,AA-
Bank of America Corp,BAC,MTNJ,5.43,3/23/2019,AT MATURITY,0.12145903,2.887403418,7.04874976,169000000,169000000,0.400000006,47.692,131.712137,12/16/2003,A,STABLE,A-
Commonwealth Bank of Australia,CBAAU,EMTN,4,10/10/2018,AT MATURITY,0.764166296,3.191481027,0.852541838,22790100,22790100,0.4,#N/A N/A,113.8396329,10/5/2017,AA-,NEG,AA-
Morgan Stanley,MS,MTN,3.73738,9/30/2019,AT MATURITY,0.565996051,3.614136608,15.00171283,10000000,10000000,0.4,52.6797,114.2785657,11/10/2010,A,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,1.9,12/14/2018,AT MATURITY,0.158512056,2.841699433,0.852541838,20000000,20000000,0.4,#N/A N/A,113.8396329,12/11/2015,AA-,NEG,AA-
Deutsche Bank AG/London,DB,NOTZ,2.15,9/15/2018,AT MATURITY,1.02959466,4.392559168,-4.903529627,3019000,3019000,0.4,135.4871,121.3998692,9/8/2016,BBB+,STABLE,BBB-
Wells Fargo & Co,WFC,MTn,2.63888,1/28/2019,AT MATURITY,0.240574986,2.986743441,3.785465511,4100000,4100000,0.4,47.0665,136.2449198,1/7/2016,A,STABLE,A-
Intesa Sanpaolo Bank Ireland PLC,ISPIM,EMTn,0,9/25/2019,AT MATURITY,0.273767591,0.087962499,25.43491837,75808640,75808640,0.4,144.5251,247.6859916,9/21/2017,BBB-,#N/A N/A,BBB
Commonwealth Bank of Australia,CBAAU,EMTn,2.51469,3/20/2019,AT MATURITY,0.090682656,2.49142448,0.852541838,110000000,110000000,0.4,#N/A N/A,113.8396329,3/16/2018,AA-,NEG,AA-
Banco Santander SA,SANTAN,EMTN,2.33,2/23/2019,AT MATURITY,1.234238505,3.648889071,2.40844333,9646500,9646500,0.4,58.8103,129.7739331,2/10/2016,A-,STABLE,A
Morgan Stanley,MS,GMTN,3.25,8/29/2019,AT MATURITY,1.922985911,3.153239717,15.00171283,4600000,4600000,0.4,52.6797,114.2785657,8/19/2013,A-,STABLE,BBB+
JPMorgan Chase & Co,JPM,EMTN,5.55,6/16/2019,AT MATURITY,1.267798662,2.593541328,7.975465939,38709300,38709300,0.4,40.0821,134.8625608,11/29/2011,A,STABLE,A-
Citigroup Inc,C,MTN,2.25,11/28/2019,CALLABLE,0.926611006,3.676287232,6.772995412,2000000,2000000,0.4,49.6903,108.7645895,10/29/2014,A-,STABLE,BBB+
Commonwealth Bank of Australia,CBAAU,EMTN,1.5,11/12/2019,AT MATURITY,0.409105599,3.272991923,0.852541838,1000000,1000000,0.4,#N/A N/A,113.8396329,11/6/2014,AA-,NEG,AA-
Commonwealth Bank of Australia,CBAAU,EMTN,4.2,12/8/2018,AT MATURITY,0.42905429,3.5838962,0.852541838,31186200,31186200,0.4,#N/A N/A,113.8396329,12/7/2015,AA-,NEG,AA-
Morgan Stanley,MS,GMTN,3.17631,12/12/2019,AT MATURITY,0.599629343,3.511363105,15.00171283,51000000,51000000,0.4,52.6797,114.2785657,12/1/2014,A-,STABLE,BBB+
SGA Societe Generale Acceptance NV,SOCGEN,EMTN,5.807,12/14/2018,AT MATURITY,0.221934378,-0.123211372,-6.85524278,77955000,77955000,0.4,42.4156,137.085116,12/7/2011,A+ *-,#N/A N/A,A
Bank of America Corp,BAC,MTN,3.30313,2/7/2019,AT MATURITY,0.166216388,3.301451358,7.04874976,5880000,5880000,0.400000006,47.692,131.712137,2/14/2014,A-,STABLE,A-
Banco Santander SA,SANTAN,EMTN,2.75,6/6/2019,CALLABLE,0.981134057,2.768341236,2.40844333,15790500,15790500,0.4,58.8103,129.7739331,6/4/2014,BBB+,STABLE,A
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,4.1,5/24/2019,AT MATURITY,0.925149977,3.739698904,0.113869911,19837610,19837610,0.4,#N/A N/A,111.0764231,5/23/2016,AA-,NEG,AA-
Citigroup Inc,C,#N/A Field Not Applicable,4.4,9/16/2018,AT MATURITY,0.122947685,3.234761675,6.772995412,932100,932100,0.4,49.6903,108.7645895,9/19/2013,A-,STABLE,BBB+
Westpac Banking Corp,WSTP,EMTN,3.64,9/25/2019,AT MATURITY,1.384071112,3.124263988,-0.340163172,48583280,48583280,0.4,#N/A N/A,111.7792018,9/16/2014,AA-,NEG,AA-
Australia & New Zealand Banking Group Ltd,ANZ,EMTN,1.6,9/25/2019,AT MATURITY,0.775830507,2.385542755,0.113869911,6451550,6451550,0.4,#N/A N/A,111.0764231,9/24/2015,AA-,NEG,AA-
Wells Fargo & Co,WFC,5641,2.62206,4/22/2019,AT MATURITY,0.31530863,2.99914342,3.785465511,5947000,5947000,0.4,47.0665,136.2449198,4/5/2016,A,STABLE,A-
JPMorgan Chase & Co,JPM,MTN,4.59156,1/24/2019,AT MATURITY,1.111532688,2.924167916,7.975465939,10000000,10000000,0.4,40.0821,134.8625608,1/23/2012,A,STABLE,A-
Morgan Stanley,MS,EMTN,0.073,2/15/2019,AT MATURITY,0.384520143,-0.066685022,15.00171283,170068240,170068240,0.4,52.6797,114.2785657,6/14/2017,BBB+,STABLE,BBB+
